paper_id,title,preprint_date,question,question_type
2846313,Modification of the Jet Energy-Energy Correlator in Cold Nuclear Matter,2024-11-07,"What is the analytical expression for the modification of the Energy-Energy Correlator (EEC) as a function of the opening angle, according to the abstract?",factual
1804291,Revisiting the hypertriton lifetime puzzle,2020-07-08,What are the constraints placed on the hypertriton binding energy $B_{\Lambda} (\Lambda^3 H)$ implied by the reported hypertriton lifetimes from the ALICE and STAR collaborations?,factual
1825979,Comparing different density-matrix expansions for long-range pion exchange,2020-10-23,"Which variants of the Density Matrix Expansion (DME) are preferred for approximating exchange energies with long-range one-pion contributions, based on the provided abstract?",factual
2703471,Lattice QCD calculation of the invisible decay J/ψ→γνν,2023-09-27,"What is the branching fraction of the invisible decay $J/	ransform{psi} ightarrow 	ransform{gamma}
uar{
u}$ as calculated by the lattice QCD study presented in the abstract?",factual
2106452,Nuclear many-body effects on particle emission following muon capture on <math><mmultiscripts><mi>Si</mi><mprescripts/><none/><mn>28</mn></mmultiscripts></math> and <math><mmultiscripts><mi>Ca</mi><mprescripts/><none/><mn>40</mn></mmultiscripts></math>,2022-07-06,"What nuclear structure aspects, specifically concerning many-body correlations, are crucial for simultaneously explaining muon capture rates, particle emission spectra, and multiplicities in \(^28\)Si and \(^40\)Ca?",factual
1838631,Towards modeling cluster structure of $^{8}$Be with chiral interaction,2020-12-28,"In the context of the Brink model for $^{8}$Be, what theoretical contributions are identified as dominant attractions in its cluster states, and what role do short-range terms play?",factual
1817482,QED interaction effects on heavy meson masses from lattice QCD+QED,2020-09-16,"What are the derived effective sizes $\langle 1/r_{eff}\rangle^{-1}$ for the $\eta_c$, J/$\psi$, and $D_s$ mesons, and what is the dominant QED interaction term in the nonrelativistic limit?",factual
1810890,Quartic cumulant of baryon number in the presence of a QCD critical point,2020-08-10,What is the predicted nonmonotonic behavior of the quartic cumulant of the baryon number ($\chi_{4B}$) and net-proton kurtosis when the freeze-out curve passes close to the QCD critical point?,factual
2162513,Confinement in QCD: novelties,2022-10-07,"What is the role of monopoles in the dual superconductivity of the QCD vacuum, and how is their creation operator constructed to be gauge-invariant?",conceptual
2057939,Deuteron VVCS and nuclear structure effects in muonic deuterium at N3LO in pionless EFT,2022-03-24,At which orders in pionless effective field theory are the longitudinal and transverse amplitudes for deuteron VVCS calculated in this study?,factual
1804757,Neutron drip line in the deformed relativistic Hartree-Bogoliubov theory in continuum: Oxygen to Calcium,2020-07-02,"How does the inclusion of deformation effects in the deformed relativistic Hartree–Bogoliubov theory in continuum (DRHBc) with the PC-PK1 density functional alter the predicted neutron drip-line location for even-even nuclei with 8 \le Z \le 20, particularly for Ne and Ar isotopes, and how does this compare to the predictions of the spherical relativistic continuum Hartree–Bogoliubov (RCHB) theory?",factual
1968698,Crustal properties of a neutron star within an effective relativistic mean-field model,2021-11-14,What are the three unified EoSs used in the study to reproduce observational data of neutron stars?,factual
2147036,"Has J-PARC E07 observed a <math altimg=""si1.svg""><msubsup><mrow><mi mathvariant=""normal"">Ξ</mi></mrow><mrow><mn>1</mn><mi>s</mi></mrow><mrow><mo linebreak=""badbreak"" linebreakstyle=""after"">−</mo></mrow></msubsup></math> nuclear state?",2022-09-04,"What are the proposed binding energies for the <math altimg=""si1.svg""><msubsup><mrow><mi mathvariant=",factual
1912340,Minimally doubled fermions and topology in 2D,2021-08-26,"How do Karsten-Wilczek and Borici-Creutz fermions, which are minimally doubled lattice fermion actions, perceive the global topological charge $q \in \mathbf{Z}$ of a gauge background $U$ in the two-dimensional Schwinger model without modification?",factual
2849375,What to expect from microscopic nuclear modelling for keff calculations?,2025-10-13,"What is the primary metric used to assess the quality of evaluated nuclear data libraries in criticality-safety systems, according to the abstract?",factual
1876520,Novel Neutron Star Structures with Nucleon Mass Radius,2021-07-03,"According to the abstract, what is the proposed value for the nucleon mass radius and how is it incorporated into the model for the equation of state of nuclear matter?",factual
2963564,Generalized parton distributions from lattice QCD with asymmetric momentum transfer: Unpolarized quarks at nonzero skewness,2025-08-25,"How does the abstract extend the formalism of asymmetric frames of reference for generalized parton distributions (GPDs) to include nonzero skewness, and what is the significance of this extension for lattice QCD calculations?",conceptual
2096310,"Protecting local and global symmetries in simulating <math display=""inline""><mrow><mo stretchy=""false"">(</mo><mn>1</mn><mo>+</mo><mn>1</mn><mo stretchy=""false"">)</mo><mi mathvariant=""normal"">D</mi></mrow></math> non-Abelian gauge theories",2022-06-15,"How does the proposed global symmetry-protection protocol, using the loop-string-hadron formalism, protect local symmetries in (1+1)D SU(2) lattice gauge theories, particularly in the presence of explicit local symmetry violating terms?",conceptual
2841842,High-precision continuum limit study of the HVP short-distance window,2024-10-22,"What is the proposed novel approach to compute the short-distance window of the hadronic vacuum polarization contribution to the muon anomalous magnetic moment, and what are the key computational advantages it offers?",summary
2176704,Review of Gamow-Teller and Fermi Transition Strength Functions,2022-11-03,What is the general trend observed between temperature and the $\log ft$ values in the two-particle-hole model calculations?,factual
2728680,Unveiling Generalized Parton Distributions through the Pseudo-Distribution Approach,2023-11-30,What specific ensemble of fermions and lattice parameters were used to calculate the unpolarized isovector $E$ GPD using the pseudo-distribution approach in the presented study?,factual
1988936,Shape coexistence and neutron skin thickness of Pb isotopes by the deformed relativistic Hartree-Bogoliubov theory in continuum,2021-12-13,"According to the study, what is the energy difference threshold (<math><mrow><mi mathvariant=",factual
3096437,$S$-wave $KN$ scattering in a renormalizable chiral effective field theory,2025-12-31,"What is the sign of the effective range in the $s$-wave $KN$ scattering at next-to-leading order within the covariant chiral effective field theory framework, and how does it compare to earlier phenomenological summaries?",factual
3098815,Benchmarking projected generator coordinate method for nuclear Gamow-Teller transitions,2026-01-08,What specific method is extended in this work to describe Gamow-Teller (GT) transition strengths in even-even nuclei and compute the NME of $2νββ$ decay?,factual
1984722,Nuclear Potentials Relevant to the Symmetry Energy in Chiral Models,2021-12-04,"How do the different scalar fields, derived from extended NJL, linear, and density-dependent models with chiral limits, characterize the Schrödinger-equivalent potentials and kinetic symmetry energy across the entire density region?",factual
2654957,"Gamow shell model description of the radiative capture reaction <math><mrow><mmultiscripts><mi mathvariant=""normal"">B</mi><mprescripts/><none/><mn>8</mn></mmultiscripts><mo>(</mo><mi>p</mi><mo>,</mo><mi>γ</mi><mo>)</mo><mmultiscripts><mi mathvariant=""normal"">C</mi><mprescripts/><none/><mn>9</mn></mmultiscripts></mrow></math>",2022-12-26,"According to the abstract, which transitions dominate the total astrophysical S factor for the \( ^{8}\text{B}(p,\gamma)^{9}\text{C} \) reaction?",factual
3064171,Fragmentation patterns of nuclear response: low-spin giant resonances and soft modes,2025-10-07,What are the two main goals of the theory discussed in the abstract concerning nuclear resonances?,factual
1807887,Probing High-density Symmetry Energy Using Heavy-ion Collisions at Intermediate Energies,2020-07-20,"What new physics, such as nucleon-nucleon short-range correlations and in-medium isospin-dependent baryon-baryon scattering cross section, have been included in the advanced isospin-dependent transport model to probe high-density symmetry energy?",factual
